Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.208901,7.1521,7.1521,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.216012,7.1107,7.1107,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.223033,7.0209,7.0209,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.230239,7.2061,7.2061,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.237188,6.9488,6.9488,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.244128,6.9407,6.9407,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.251196,7.0675,7.0675,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.258160,6.9640,6.9640,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.265131,6.9710,6.9710,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.271959,6.8282,6.8282,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.278669,6.7101,6.7101,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.285862,7.1928,7.1928,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.292606,6.7439,6.7439,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.299297,6.6915,6.6915,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.306285,6.9882,6.9882,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.313422,7.1370,7.1370,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.320193,6.7702,6.7702,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.326964,6.7719,6.7719,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.333850,6.8855,6.8855,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.340952,7.1020,7.1020,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.348155,7.2031,7.2031,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.355244,7.0891,7.0891,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.362071,6.8271,6.8271,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.368892,6.8208,6.8208,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.376059,7.1665,7.1665,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.383244,7.1852,7.1852,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.390095,6.8514,6.8514,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.396839,6.7438,6.7438,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.403607,6.7681,6.7681,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.410370,6.7627,6.7627,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.417242,6.8723,6.8723,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.424198,6.9563,6.9563,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.431355,7.1566,7.1566,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.438209,6.8544,6.8544,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.445177,6.9679,6.9679,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.452131,6.9537,6.9537,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.459178,7.0474,7.0474,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.466030,6.8514,6.8514,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.472822,6.7921,6.7921,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.479800,6.9778,6.9778,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.486527,6.7272,6.7272,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.493460,6.9328,6.9328,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.500306,6.8465,6.8465,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.507327,7.0205,7.0205,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.514427,7.1001,7.1001,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.521126,6.6997,6.6997,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.527950,6.8230,6.8230,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.535064,7.1145,7.1145,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.541935,6.8707,6.8707,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.548751,6.8159,6.8159,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.555709,6.9579,6.9579,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.562502,6.7933,6.7933,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.569168,6.6664,6.6664,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.576016,6.8481,6.8481,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.583207,7.1911,7.1911,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.589914,6.7070,6.7070,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.596842,6.9275,6.9275,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.603686,6.8442,6.8442,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.610370,6.6836,6.6836,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.617377,7.0076,7.0076,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.624111,6.7333,6.7333,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.631078,6.9677,6.9677,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.637918,6.8399,6.8399,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.644771,6.8523,6.8523,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.651970,7.1999,7.1999,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.658968,6.9978,6.9978,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.665648,6.6801,6.6801,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.672782,7.1335,7.1335,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.679749,6.9675,6.9675,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.686428,6.6785,6.6785,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.693161,6.7335,6.7335,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.700324,7.1628,7.1628,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.707548,7.2238,7.2238,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.714700,7.1517,7.1517,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.721719,7.0188,7.0188,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.728633,6.9142,6.9142,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.735519,6.8866,6.8866,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.742570,7.0506,7.0506,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.749535,6.9647,6.9647,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.756646,7.1108,7.1108,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.763652,7.0062,7.0062,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.770633,6.9809,6.9809,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.777750,7.1171,7.1171,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.784946,7.1963,7.1963,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.791995,7.0487,7.0487,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.798718,6.7230,6.7230,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.805652,6.9339,6.9339,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.812604,6.9525,6.9525,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.819511,6.9073,6.9073,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.826416,6.9049,6.9049,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.833087,6.6702,6.6702,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.839934,6.8473,6.8473,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.846746,6.8117,6.8117,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.853774,7.0285,7.0285,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.860663,6.8885,6.8885,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.867666,7.0035,7.0035,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.874403,6.7369,6.7369,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.881641,7.2382,7.2382,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.888706,7.0646,7.0646,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.895452,6.7463,6.7463,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.902116,6.6636,6.6636,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.909049,6.9335,6.9335,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.915840,6.7910,6.7910,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.922676,6.8362,6.8362,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.929403,6.7263,6.7263,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.936442,7.0391,7.0391,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.943255,6.8135,6.8135,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.950014,6.7586,6.7586,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.957087,7.0733,7.0733,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.964008,6.9209,6.9209,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.971072,7.0644,7.0644,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.978193,7.1209,7.1209,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.985317,7.1234,7.1234,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.992134,6.8169,6.8169,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,0.998779,6.6454,6.6454,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.005775,6.9964,6.9964,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.012870,7.0946,7.0946,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.019758,6.8876,6.8876,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.026805,7.0476,7.0476,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.033926,7.1209,7.1209,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.040634,6.7079,6.7079,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.047606,6.9716,6.9716,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.054476,6.8702,6.8702,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.061182,6.7066,6.7066,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.067835,6.6524,6.6524,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.074965,7.1303,7.1303,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.081960,6.9951,6.9951,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.088800,6.8393,6.8393,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.095707,6.9073,6.9073,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.102366,6.6593,6.6593,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.109187,6.8213,6.8213,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.116080,6.8924,6.8924,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.123310,7.2300,7.2300,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.130172,6.8625,6.8625,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.137263,7.0912,7.0912,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.143980,6.7166,6.7166,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.150814,6.8340,6.8340,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.157739,6.9249,6.9249,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.164853,7.1139,7.1139,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.171507,6.6537,6.6537,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.178660,7.1534,7.1534,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.185479,6.8193,6.8193,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.192602,7.1232,7.1232,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.199833,7.2304,7.2304,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.206917,7.0846,7.0846,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.213711,6.7933,6.7933,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.220679,6.9678,6.9678,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.227917,7.2389,7.2389,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.234944,7.0270,7.0270,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.242081,7.1361,7.1361,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.249233,7.1529,7.1529,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.256327,7.0933,7.0933,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.263161,6.8347,6.8347,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.270349,7.1877,7.1877,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.277032,6.6824,6.6824,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.283968,6.9360,6.9360,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.290675,6.7073,6.7073,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.297403,6.7284,6.7284,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.304231,6.8278,6.8278,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.311071,6.8401,6.8401,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.317759,6.6880,6.6880,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.324977,7.2182,7.2182,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.332073,7.0954,7.0954,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.339131,7.0580,7.0580,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.345874,6.7436,6.7436,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.352690,6.8160,6.8160,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.359825,7.1349,7.1349,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.366730,6.9050,6.9050,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.373700,6.9697,6.9697,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.380873,7.1728,7.1728,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.387679,6.8064,6.8064,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.394493,6.8136,6.8136,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.401510,7.0177,7.0177,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,1.408548,7.0379,7.0379,0.4210
